,keyword,title,category,summary,date,href
10, AI ,"Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r",Продукти," 
Специално за притежателите на ко-брандирана Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r, авиокомпания България Ер предоставя следните отстъпки:


5% отстъпка от пълната стойност на самолетния билет при закупуване на билета с Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r на територията на България или чрез страницата на авиокомпанията в интернет;
5% отстъпка от цената при покупка на стоки на борда на самолетите на България Ер по врем...",NA,https://www.ccbank.bg/bg/firmi/bankovi-karti/kreditni-karti/visa-gold-ccb-bulgaria-air
11, AI ,World Debit Mastercard,Продукти,"...а се възползвате от тази възможност, след покупката на самолетния билет се обадете на Call Center-а на България Еър на тел.: 02/ 40 20 400 и съобщете номера на клубната си карта, или пишете на callfb@<span class=""highlight"">ai</span>r.bg. Билетът Ви ще --и ще бъде вписано правото на допълнителен безплатен багаж.
** *Преференцията за безплатен превоз на два багажа не важи, ако билетът е закупен по Тарифа без регистриран багаж.


Б...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/premium-karti/world-debit-mastercard
12, AI ,World Mastercard,Продукти,"...а се възползвате от тази възможност, след покупката на самолетния билет се обадете на Call Center-а на България Еър на тел.: 02/ 40 20 400 и съобщете номера на клубната си карта, или пишете на callfb@<span class=""highlight"">ai</span>r.bg. Билетът Ви ще --и ще бъде вписано правото на допълнителен безплатен багаж.
** *Преференцията за безплатен превоз на два багажа не важи, ако билетът е закупен по Тарифа без регистриран багаж.
***...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/premium-karti/world-mastercard
13, AI ,БезБрой нови възможности за бизнеса ,Продукти,"...я, направени с карти на физически лица);
Безплатна SIM карта (ако такава е необходима);

Заявете терминал на преференциални условия за първата година.
За заявка или информация може да ни пишете на e-m<span class=""highlight"">ai</span>l: vpos@ccbank.bg.
 ",NA,https://www.ccbank.bg/bg/firmi/stanete-partnior-na-ckb/bez-broj-novi-vyzmojnosti-za-biznesa
14, AI ,Безконтактни дебитни карти Debit Mastercard Commercial и Visa Debit Commercial ,Продукти," Изберете фирмени карти Visa Debit Commercial и Debit Mastercard Commercial от ЦКБ - управлявайте лесно разходите, свързани с Вашия бизнес.


Какво печелите с фирмените дебитни карти Visa Debit Commercial и Debit Mastercard Commercial от ЦКБ:

Лесно контролирате и проследявате разходите за своя бизнес;
Разплащанията с Вашите бизнес партньори вече са много по-бързи и удобни;
Лесен достъп до средства ...",NA,https://www.ccbank.bg/bg/firmi/bankovi-karti/debitni-karti/bezkontaktni-debitni-karti-debit-mastercard-commercial-i-visa-debit-commercial
15, AI ,Карти с промоционални условия,Продукти," Плащай с телефона си и печели награди

Научете в 3 стъпки какво следва да направите, за да участвате в томбола с награди и шанса да спечелите един от 12 броя MacBook <span class=""highlight"">Ai</span>r:

Заявете издаването на дебитна или кредитна карта Visa от ЦКБ в посочения период;
След като получите картата, дигитализирайте я;
Извършете поне едно плащане с дигитализираната карта.

Готово! Получихте шанса да участвате в томбола...",NA,https://www.ccbank.bg/bg/firmi/bankovi-karti/promocii/karti-s-promocionalni-uslovija
16, AI ,"Ко-брандирана Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r ",Продукти,"...перативна Банка и авиокомпания България Еър създадоха специална Visa карта, предназначена за всички, които пътуват често по света.  
Специално за притежателите на ко-брандирана Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r, авиокомпания България Еър предоставя следните отстъпки:


5% отстъпка от пълната стойност на самолетния билет при закупуване на билета с Visa Gold CCB-Bulgaria <span class=""highlight"">Ai</span>r на територията на България или чр...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/premium-karti/ko-brandirana-visa-gold-ccb-bulgaria-air
17, AI ,Ко-брандирана карта “CCB-A1”,Продукти,"
	Централна Кооперативна Банка и&nbsp;А1 създадоха специална дебитна карта от висок клас за всички свои клиенти, ценящи сигурността и удобството, предоставяни от новите технологии.

Предимства на безконтактната карта Debit Mastercard “CCB-А1”:

Изгодни финансови условия;
Без такса за издаване;
Без такса за покупки в страната и чужбина;
Възможност за избор на карта в лева, евро или щатски долари;
С картат...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/debitni-karti/kobrandirana-karta-a1
18, AI ,"Ко-брандирана кредитна карта ""CCB - BG <span class=""highlight"">Ai</span>r""",Продукти," 
Специално за притежателите на ко-брандирана Visa Classic CCB-Bulgaria <span class=""highlight"">Ai</span>r, авиокомпания България Еър предоставя следните отстъпки:

3% отстъпка от пълната стойност на самолетния билет при закупуване на билета с Visa Classic CCB-Bulgaria <span class=""highlight"">Ai</span>r на територията на България или чрез страницата на авиокомпанията в интернет;
5% отстъпка от цената при покупка на стоки на борда на самолетите на България Еър ...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/kreditni-karti/ko-brandirana-kreditna-karta-ccb-bg-air
19, AI ,Национална дебитна карта Bcard,Продукти," ЦКБ предлага първата национална дебитна карта – Bcard, която Ви осигурява гарантиран и защитен достъп до Вашите средства
Защита с последно поколение ЧИП и ПИН технология – върху магнитната лента не се съхранява платежна информация, което елиминира възможността от копиране на данните, записани на картата.  

Предимства на национална карта Bcard:

Изгодни финансови условия;
Без такса за издаване;
Без...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/debitni-karti/nacionalna-debitna-karta-bcard
20, AI ,Оферти от Mastercard,Продукти," Booking.com
До 6% отстъпка за картодържатели на стандартни картиДо 10% отстъпка за Премиум картодържатели

Booking.com е една от най-големите онлайн платформи за пътуване, която предоставя на милиони потребители от цял свят всичко необходимо, за да превърнат пътуването си в незабравим изживяване –&nbsp;от богат избор на начини на придвижване до невероятни места за настаняване –&nbsp;домове, хотели и много др...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/promocii/oferti-ot-mastercard
21, AI ,Платинена кредитна карта Visa ,Продукти,"...тежи до 23 кг*

* За да се възползвате от тази възможност, е необходимо след издаване на самолетния билет да се свържете с Call Center на България Еър на телефон 02/40 20 400, или да пишете на callfb@<span class=""highlight"">ai</span>r.bg, за да се презавери билета Ви и да се отбележи правото на ползване на допълнителен багаж.
** Преференцията за безплатен превоз на два багажа не важи, ако билетът е закупен по Тарифа без регистрир...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/premium-karti/platinena-kreditna-karta-visa-novi
22, AI ,Програма CCB Club,Продукти,"...зи парола ти е необходима, за да проверяваш в интернет наличността по картата си по всяко време.
При получаване на твоята карта ти препоръчваме:

Да се увериш, че в ЦКБ разполагаме с актуалните ти e-m<span class=""highlight"">ai</span>l и GSM, за да не изпуснеш специалните ни оферти и включването на интересни нови търговци;
Да смениш своя ПИН код на който и да е банкомат на ЦКБ. ПИН кодът ти е нужен, когато плащаш с бонус точки при...",NA,https://www.ccbank.bg/bg/za-fizicheski-lica/programa-ccb-club
23, AI ,Промоции с Visa,Продукти," Безплатен достъп до бизнес салоните на избрани летища

За да направим пътуването на Visa Business Credit, Visa Gold и Visa Platinum картодържателите наистина незабравимо, е осигурен безплатен достъп до комфортната обстановка на салон Aspire, Терминал 2 на летище София за Вас и *Вашите придружители:

Visa Business&nbsp;– само картодържателят;
Visa Gold&nbsp;– с 1 придружител;&nbsp;
Visa Platinum&nbsp;&nbsp;- с 2-ма придружи...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/promocii/promocii-s-visa
24, AI ,Промоции с Visa,Продукти," Достъп до бизнес салоните Vienna Lounge и Sky Lounge

Възползвайте се от офертата на Vienna Lounge и Sky Lounge и направете чакането на полета си по-приятно. Ще разполагате с разнообразен бюфет, безалкохолни и алкохолни напитки, безплатен WiFi, списания, релаксиращи фотьойли, душове и много други.
С Вашата кредитна карта Visa Platinum или с Вашата Visa Business карта разполагате с неограничен достъ...",NA,https://www.ccbank.bg/bg/firmi/bankovi-karti/promocii/promocii-s-visa
25, AI ,Услуга CashM,Продукти,"
	.Услугата CashM Ви дава възможност да изпратите пари на избран от Вас получател по всяко време на денонощието, дори в почивен ден.Нареждате превода на банкомат, като ползвате средства от банковата Ви карта от Централна Кооперативна Банка. Преводът може да&nbsp;бъде изтеглен от банкомат непосредствено след нареждането му. Не е необходимо получателят да има банкова сметка.&nbsp;Чрез услугата CashM получавате:...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/kartovi-uslugi/usluga-cash-m
26, AI ,Услуга E-Secure за банкови карти,Продукти," &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;
Услугата E-Secure (Сигурни плащания в интернет) представлява метод за допълнителна защита при пазаруване с дебитна или кредитна карта в Интернет. С тази услуга Вашите покупки в интернет са наистина сигурни. Регистрацията и ползването на E-Secure са напълно безплатни.
&nbsp;Услугата E-Secure се осъществява съвместно с картовите организации Visa, Mastercard и с На...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/kartovi-uslugi/usluga-e-secure-za-bankovi-karti
27, AI ,Услуга Кредитен лимит плюс,Продукти," С услугата имате възможност да извършвате плащания с Вашата кредитна карта на суми, надвишаващи кредитния лимит по картата. Чрез услугата Кредитен лимит плюс, към кредитния лимит се добавя и сумата по картовата сметка.
С Кредитен лимит плюс:

Плащате суми, надхвърлящи размера на кредния Ви лимит - ако желаете да платите сума, по-голяма от кредитния Ви лимит,вече е достатъчно да внесете недостигащат...",NA,https://www.ccbank.bg/bg/fizicheski-lica/bankovi-karti/kartovi-uslugi/usluga-krediten-limit-plus
28, AI ,"Debit MasterCard PayPass - сигурно, бързо и удобно!",Новини,"Вземи Debit MasterCard&nbsp; и се възползвай се от предимствата и възможностите, които дават кредитните карти, докато ползваш собствени средства. Плащанията в интернет, покупките на самолетни билети, пазаруването в магазини вече са по-лесни с безконтактната Debit MasterCard. Научи повече тук.",NA,https://www.ccbank.bg/bg/za-ckb/novini/debit-master-card-pay-pass-sigurno-byrzo-i-udobno
29, AI ,Gold Debit Mastercard ти дава повече,Новини,"Gold Debit Mastercard ти дава повече!
&nbsp;
ЦКБ стартира предлагането на нова безконтактна дебитна карта от висок клас - Gold Debit Mastercard. Картата е специално предназначена за прижателите на сребърна клубна карта CCB Club и е позиционирана на по-високо ниво от стандартните дебитни карти Debit Mastercard.
Картата&nbsp;ти дава възможност да се възползваш от предимствата, които обичайно са достъпни само...",NA,https://www.ccbank.bg/bg/za-ckb/novini/gold-debit-mastercard-ti-dava-poveche
30, AI ,MASTER-ЪТ СЕ ЗАВРЪЩА,Новини,"Всяко плащане в България с твоята дебитна или кредитна карта Mastercard карта от ЦКБ в периода от 23-ти октомври 2017 г. до 31-ви демеври 2017 г. може да ти донесе награда.
Научи повече за промоцията.",NA,https://www.ccbank.bg/bg/za-ckb/novini/master-yt-se-zavry-sht-a
31, AI ,"MasterCard PayPass - сигурно, бързо и удобно!",Новини,"Възползвай се от нашата специална промоция!Вземи своята карта MasterCard PayPass още сега и се възползвай от възможността да не плащаш лихва при покупки и теглене на пари в брой до 31.03.2014 г. Научи повече тук
Вземи Debit MasterCard&nbsp; и се възползвай се от предимствата и възможностите, които дават кредитните карти, докато ползваш собствени средства. Плащанията в интернет, покупките на самолетни би...",NA,https://www.ccbank.bg/bg/za-ckb/novini/master-card-pay-pass-sigurno-byrzo-i-udobno
32, AI ,Working hours of the offices of CCB during the holidays  29 April – 2 May 2016 ,Новини,"...nch that work with the following working hours:
29.04.2016 (Friday) – 10.00 a.m. – 18.00 p.m.
Central office Varna - &nbsp;58А &nbsp;Saborni blvd.
Chernomorec location – 55 Osmi primorski polk&nbsp; blvd.
Otec P<span class=""highlight"">ai</span>siy location - 1&nbsp;Yane Sandanski st.
<span class=""highlight"">Ai</span>rport location – Varna <span class=""highlight"">Ai</span>rport
Cherno more location - 46 Kniaz Boris st.
St. St. Konstantin and Helena location (in St. St. Konstantin and Helena resort)
Bank...",NA,https://www.ccbank.bg/bg/za-ckb/novini/working-hours-of-the-offices-of-ccb-during-the-holidays-29-april-2-may-2016
33, AI ,Безконтактни плащания с мобилни телефони,Новини,"Безконтактни плащания с мобилни телефони
Вече можете да плащате и безконтактно с мобилния си телефон в търговските обекти! Вземете своя RFID стикер за безконтактни плащания и го поставете на мобилния си телефон. Плащането се извършва аналогично на плащане с безконтактна банкова карта.
Услугата е достъпна на всички ПОС терминали, които поддържат услугата mobb.",NA,https://www.ccbank.bg/bg/za-ckb/novini/bezkontaktni-plashtanija-s-mobilni-telefoni
34, AI ,Безплатен абонамент за mobb,Новини,"Вземи един от 200 безплатни едногодишни абонамента за mobb и плащай с мобилния си телефон! С mobb можеш да заключваш и отключваш картите си от ЦКБ и да получаваш информация на мобилния си телефон за наличността по картите си бързо и по всяко време. Предложението за безплатен абонамент за услугата важи до 14.08.2015 г. или до изчерпване на количествата.
Научи повече за услугата mobb.",NA,https://www.ccbank.bg/bg/za-ckb/novini/bezplaten-abonament-za-mobb
35, AI ,Бъди Master в пазаруването,Новини,"Всяко безконтактно плащане с твоята дебитна или кредитна карта Mastercard от ЦКБ в периода от 08.05.2017 г. до 25.06.2017 г. може да ти донесе награда.
В кампанията автоматично участват всички безконтактни плащания на стойност минимум 3 лв. с карти Mastercard, издадени от ЦКБ преди 8 май 2017 г.
Научи повече за кампанията.
&nbsp;
&nbsp;",NA,https://www.ccbank.bg/bg/za-ckb/novini/bydi-master-v-pazaruvaneto
36, AI ,Бърз потребителски кредит Мечта,Новини,"Имаш нужда от малък кредит за кратък срок? Не отлагай плановете си - вече има бърз потребителски кредит Моменто. Без поръчител, получаваш бързо одобрение и не дължиш такса за разглеждане на документите, достатъчно е да работиш на трудов договор.
Научи повече за Бърз потребителски кредит Мечта",NA,https://www.ccbank.bg/bg/za-ckb/novini/byrz-potrebitelski-kredit-mechta
37, AI ,Важно - препоръки във връзка с обявеното извънредно положение в страната!,Новини,"...намерите на следния линк: &nbsp;https://www.ccbank.bg/bg/klonova-mreja
Осъществяване на безконтактни плащания с дебитни и кредитни карти на ЦКБ АД – бързо, лесно и удобно.
Получаване на извлечения по e-m<span class=""highlight"">ai</span>l, SMS известяване и др.
Абонамент за извършване на периодични преводи и плащания, включително битови сметки.
Плащания през виртуални терминали при комуналните търговци и общините – за местни данъци...",NA,https://www.ccbank.bg/bg/slujebni-syobshtenija/vajno-preporyki-vyv-vryzka-s-objavenoto-izvynredno-polojenie-v-stranata
38, AI ,Вземи безплатен билет за пътуване в софийското метро с безконтактна карта MasterCard от ЦКБ!,Новини,"Вече можеш да плащаш безконтактно своя билет за метрото с твоята карта MasterCard от ЦКБ!
Виж повече",NA,https://www.ccbank.bg/bg/za-ckb/novini/vzemi-bezplaten-bilet-za-pytuvane-v-sofijskoto-metro-s-bezkontaktna-karta-master-card-ot-ckb
39, AI ,За Вас пенсионери - специален кредит Топлина!,Новини,"Единственият документ, който Ви трябва, е Вашата лична карта. Документи за кандидатстване за кредит можете да попълните във всеки офис на ""Централна Кооперативна Банка""
Научете повече за Бърз пенсонерски кредит Топлина.",NA,https://www.ccbank.bg/bg/za-ckb/novini/za-vas-pensioneri-specialen-kredit-toplina
40, AI ,За Вашата сигурност,Новини,"Още&nbsp;веднъж Ви напомняме, че&nbsp;ЦКБ АД никога НЕ изпраща по e-m<span class=""highlight"">ai</span>l съобщения, които Ви приканват да актуализирате Вашия профил или да предоставяте Ваши данни като парола, потребителско име, верификационни кодове, детайли на кредитни/дебитни карти или друга чувствителна информация.
Подобни съобщения не са изпратени от ЦКБ АД. Моля, не отваряйте линковете, посочени в тях и не въвеждайте Ваша лична и фина...",NA,https://www.ccbank.bg/bg/za-ckb/novini/za-vashata-sigurnost
41, AI ,За Вашата сигурност,Новини,"Още&nbsp;веднъж Ви напомняме, че&nbsp;ЦКБ АД никога НЕ изпраща по e-m<span class=""highlight"">ai</span>l съобщения, които Ви приканват да актуализирате Вашия профил или да предоставяте Ваши данни като парола, потребителско име, верификационни кодове, детайли на кредитни/дебитни карти или друга чувствителна информация.
Подобни съобщения не са изпратени от ЦКБ АД. Моля, не отваряйте линковете, посочени в тях и не въвеждайте Ваша лична и фина...",NA,https://www.ccbank.bg/bg/slujebni-syobshtenija/za-vashata-sigurnost-1615389647
42, AI ,"ИНФОРМАЦИОНЕН БЮЛЕТИН ЗА ВЛОЖИТЕЛИТЕ ПО ЧЛ. 57, АЛ.3 ОТ ЗАКОН ЗА КРЕДИТНИТЕ ИНСТИТУЦИИ",Новини,"...говете се изплащат в български левове.За контакт:Фонд за гарантиране на влоговете в банките (ФГВБ)Адрес: 1606 София, ул. Владайска № 27Тел: + 359 2 953 1217; +359 2 953 1318; факс: +359 2 952 1100;e-m<span class=""highlight"">ai</span>l: contact@dif.bg URL: http://dif.bgЗа повече информация: www.dif.bgЗабележки:[1] Ако даден влог е неналичен, тъй като банка не е в състояние да посрещне финансовите си задължения, ФГВБ изплаща влогов...",NA,https://www.ccbank.bg/bg/za-ckb/novini/informacionen-buletin-za-vlojitelite-po-ch-l-57-al-3-ot-zakon-za-kreditnite-institucii
43, AI ,"Ипотечен кредит ""Възможност""",Новини,"Ако имате нужда от пари за ремонт или обзавеждане, трябва да посрещнете разходи за образование, семейни събития или лечение, ако искате да закупите недвижим имот или да рефинансирате други кредити - имаме правилното решение - Ипотечен кредит за текущи нужди ""Възможност"".",NA,https://www.ccbank.bg/bg/za-ckb/novini/ipotechen-kredit-vyzmojnost
44, AI ,"Ипотечните кредити от ЦКБ - без такси за разглеждане, обслужване и управление!",Новини,"Считано от 23 юли 2014 г. банката не събира такси за разглеждане, управление и обслужване, като запазва изключително ниските лихви по нови кредити.
Вижте условията, при които можете да получите Ипотечен кредит ДОМ ЗА ТЕБ или Ипотечен кредит за текущи нужди ВЪЗМОЖНОСТ.",NA,https://www.ccbank.bg/bg/za-ckb/novini/ipotechnite-krediti-ot-ckb-bez-taksi-za-razglejdane-obslujvane-i-upravlenie
45, AI ,МЕРКИ ЗА СИГУРНОСТ ПРИ ИЗПОЛЗВАНЕ НА ОНЛАЙН ПЛАТФОРМИТЕ НА ЦКБ АД,Новини,"
&nbsp;
Уважаеми клиенти,
Бихме искали да Ви напомним, че Централна Кооперативна Банка АД не изпраща към своите клиенти електронни съобщения (e-m<span class=""highlight"">ai</span>l), с които да изисква от тях да въвеждат лична информация и данни на посочен интернет адрес.
Съобщенията НЕ СА ИЗПРАТЕНИ от ЦКБ АД &nbsp;– те представляват злонамерен опит за т. нар. „фишинг“ атака и имат за цел да съберат клиентска информация.
Не предоставяй...",NA,https://www.ccbank.bg/bg/slujebni-syobshtenija/merki-za-sigurnost-pri-izpolzvane-na-onlajn-platformite-na-ckb-ad
46, AI ,Нова безконтактна дебитна карта World Debit MasterCard от ЦКБ,Новини,"Безконтактната дебитна карта World Debit MasterCard от Централна Кооперативна Банка е&nbsp; символ на престиж, удобство и постигнати професионални успехи. Тя умело съчетава в себе си сигурност, специално отношение и допълнителни привилегии навсякъде по света.",NA,https://www.ccbank.bg/bg/za-ckb/novini/nova-bezkontaktna-debitna-karta-world-debit-master-card-ot-ckb
47, AI ,Нова промоция по ипотечни кредити Дом за теб!,Новини,"Ние от Централна Кооперативна Банка искаме да осъществиш мечтите си.
Намери нов ДОМ ЗА ТЕБ и твоето семейство, а ние ще ти помогнем да стане твой! Възползвай се от атрактивното ни предложение - ипотечен кредит ДОМ ЗА ТЕБ с промоционална фиксирана лихва 4,4% за първата година.
Научи повече за промоцията по ипотечни кредити Дом за теб.",NA,https://www.ccbank.bg/bg/za-ckb/novini/nova-promocija-po-ipotechni-krediti-dom-za-teb
48, AI ,Нова услуга за картодържатели на Централна Кооперативна Банка,Новини,"Уважаеми клиенти,
От 27.10.2014 година, посредством услугата CashM,&nbsp;всеки картодържател на Централна Кооперативна Банка може да нарежда експресни парични преводи до произволен получател, ползвайки средствата от своята банкова карта. Повече информация за услугата можете да прочетете тук.",NA,https://www.ccbank.bg/bg/za-ckb/novini/nova-usluga-za-kartodyrjateli-na-centralna-kooperativna-banka
